game_id,team1_id,team2_id,season,week,league_id
2,1002102271125192704,1002241744664203264,2023,3,1002102487509295104
6,1002203259987210240,744782197076164608,2023,3,1002102487509295104
3,399364577348837376,1002607082813050880,2023,3,1002102487509295104
5,1002261056279900160,1002293786724126720,2023,3,1002102487509295104
4,733553479255191552,1002663459793809408,2023,3,1002102487509295104
1,1002623786170167296,1002969872512540672,2023,3,1002102487509295104
