drew-brees,baker-mayfield,ezekiel-elliott,malcolm-brown,marlon-mack,nyheim-hines,james-white,devin-singletary,dj-moore,christian-kirk,mecole-hardman,anthony-miller,marquise-goodwin,curtis-samuel,mike-evans,noah-fant,george-kittle,den-dst,cin-dst
17.0002844995655,14.0585402091931,19.7474011955239,6.98345624984397,7.20304079282239,4.11676384824637,8.24508399849362,13.1453623090918,11.721505612558,10.8257585977443,11.0223527263455,3.95886271255505,2.83974893375744,11.4952005121908,30.5083676790412,8.61603907712105,15.4121293282985,9.8548592955986,8.33402750852834
27.3865212425615,11.6241323442289,15.9931803717074,6.50720343484047,0.0572824199446806,0.104035194026618,12.0474543950803,2.36719516682157,3.09457998778486,0.33866528561816,3.89659468767769,11.7996301564972,5.86746361872337,1.70156137568372,29.1197045036171,0.986875545520132,10.8832201436747,12.1417519976616,4.89688323474363
5.53516854692133,15.652178436214,21.2458325314632,7.77189175170355,23.104044096991,18.9663312704239,7.69628733888149,0.290069165281876,24.5423591590847,14.2257487280852,10.3010844264264,7.23182002129406,12.2776139931758,19.8004641198037,14.6410238362864,2.58078550848204,9.6770327653873,10.4964139607562,-1.92576733366667
9.4818241447352,23.1524077554771,23.9316406231701,4.07678463895483,15.4510153562515,11.3390438699051,11.5112265211535,5.94434201760048,2.38913810520769,10.562063142517,3.81599562372145,25.5078142212982,4.56886893991777,2.14620133689036,24.44736755426,3.61163821572941,24.4850577717702,8.62235831847953,5.76675827616345
16.5733422860017,10.0570386621996,19.5786720923991,7.44837458048508,8.67007771004815,3.43295968174098,18.7755387777824,3.34933213571647,22.5117371685104,9.87217571070245,2.14645103780753,3.66281625079593,0.228540479403447,20.0469696683744,20.4635942744866,7.95065504912126,21.6105704840835,14.8105015922771,1.15181104143191
19.3321462406973,14.8703587216122,2.61921847443823,1.42719429517858,8.96990387447014,6.70611618517496,17.5645747678659,9.28398385467656,2.94383635847614,2.88271586015596,10.2187902336414,14.5133054296092,4.3219106322472,1.91282350552751,11.2379752163702,2.85921291039111,18.4064277349067,16.5752531730911,-2.18692589475395
34.750001013012,21.521452692841,13.8546116048635,7.208048560978,5.23507080009449,3.39349761228108,3.71845135009496,1.96789991542888,23.1779056381931,16.4152745084441,17.8973229384986,14.4073362236688,5.15103441749422,18.8530300126615,21.6021191191384,3.43844353121134,21.7983547171704,5.25374012489429,3.20420867395032
30.8602119026235,15.8053495562289,12.0374926885856,11.168016016189,19.3024797722199,13.9492783101046,7.32061208318954,9.82943031802055,16.4555153899484,3.68673359838584,5.87586143043599,1.07958378842136,14.2828015178389,14.259981396974,10.6710313230823,1.71389648436941,15.6508084214866,12.1319292242337,10.2795304306257
24.6158699026856,16.9086805464781,24.0439076562345,1.99638042486597,20.1584580857529,13.8497185202774,16.0916306155266,5.95666258622476,2.54136961764423,11.7258228437501,5.98752757342412,14.0469803568692,6.16582763330111,3.7894503024651,14.4026256656665,3.26221842869677,15.4127942580523,10.3588994236188,5.43441848409963
8.90142027745473,10.4939410054334,6.26281710434263,6.0039020056126,9.10884423273266,7.29652779996273,14.1784656521091,2.18988831270341,2.32537871958592,4.37684443355637,9.77440499735152,7.02717763270991,7.89619514448309,1.66449762696894,20.1427800245431,7.30371427647191,19.8870709546683,17.3463021442028,4.48280554891863
